Max profit 3333
 at price 1: 967, price 2: 934
Price 1 = 900, Profit 1: 100, Volume 1: 0, Price 2: 901 Profit 2: 99, Volume 2: 1, Total Profit: 99
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 980 Profit 2: 20, Volume 2: 8, Total Profit: 2176
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 981 Profit 2: 19, Volume 2: 9, Total Profit: 2187
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 982 Profit 2: 18, Volume 2: 10, Total Profit: 2196
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 983 Profit 2: 17, Volume 2: 11, Total Profit: 2203
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 984 Profit 2: 16, Volume 2: 12, Total Profit: 2208
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 985 Profit 2: 15, Volume 2: 13, Total Profit: 2211
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 986 Profit 2: 14, Volume 2: 14, Total Profit: 2212
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 987 Profit 2: 13, Volume 2: 15, Total Profit: 2211
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 988 Profit 2: 12, Volume 2: 16, Total Profit: 2208
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 989 Profit 2: 11, Volume 2: 17, Total Profit: 2203
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 990 Profit 2: 10, Volume 2: 18, Total Profit: 2196
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 991 Profit 2: 9, Volume 2: 19, Total Profit: 2187
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 992 Profit 2: 8, Volume 2: 20, Total Profit: 2176
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 993 Profit 2: 7, Volume 2: 21, Total Profit: 2163
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 994 Profit 2: 6, Volume 2: 22, Total Profit: 2148
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 995 Profit 2: 5, Volume 2: 23, Total Profit: 2131
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 996 Profit 2: 4, Volume 2: 24, Total Profit: 2112
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 997 Profit 2: 3, Volume 2: 25, Total Profit: 2091
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 998 Profit 2: 2, Volume 2: 26, Total Profit: 2068
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 999 Profit 2: 1, Volume 2: 27, Total Profit: 2043
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 974 Profit 2: 26, Volume 2: 1, Total Profit: 1997
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 975 Profit 2: 25, Volume 2: 2, Total Profit: 2021
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 976 Profit 2: 24, Volume 2: 3, Total Profit: 2043
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 977 Profit 2: 23, Volume 2: 4, Total Profit: 2063
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 978 Profit 2: 22, Volume 2: 5, Total Profit: 2081
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 979 Profit 2: 21, Volume 2: 6, Total Profit: 2097
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 980 Profit 2: 20, Volume 2: 7, Total Profit: 2111
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 981 Profit 2: 19, Volume 2: 8, Total Profit: 2123
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 982 Profit 2: 18, Volume 2: 9, Total Profit: 2133
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 983 Profit 2: 17, Volume 2: 10, Total Profit: 2141
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 984 Profit 2: 16, Volume 2: 11, Total Profit: 2147
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 985 Profit 2: 15, Volume 2: 12, Total Profit: 2151
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 986 Profit 2: 14, Volume 2: 13, Total Profit: 2153
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 987 Profit 2: 13, Volume 2: 14, Total Profit: 2153
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 988 Profit 2: 12, Volume 2: 15, Total Profit: 2151
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 989 Profit 2: 11, Volume 2: 16, Total Profit: 2147
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 990 Profit 2: 10, Volume 2: 17, Total Profit: 2141
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 991 Profit 2: 9, Volume 2: 18, Total Profit: 2133
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 992 Profit 2: 8, Volume 2: 19, Total Profit: 2123
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 993 Profit 2: 7, Volume 2: 20, Total Profit: 2111
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 994 Profit 2: 6, Volume 2: 21, Total Profit: 2097
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 995 Profit 2: 5, Volume 2: 22, Total Profit: 2081
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 996 Profit 2: 4, Volume 2: 23, Total Profit: 2063
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 997 Profit 2: 3, Volume 2: 24, Total Profit: 2043
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 998 Profit 2: 2, Volume 2: 25, Total Profit: 2021
Price 1 = 973, Profit 1: 27, Volume 1: 73, Price 2: 999 Profit 2: 1, Volume 2: 26, Total Profit: 1997
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 975 Profit 2: 25, Volume 2: 1, Total Profit: 1949
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 976 Profit 2: 24, Volume 2: 2, Total Profit: 1972
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 977 Profit 2: 23, Volume 2: 3, Total Profit: 1993
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 978 Profit 2: 22, Volume 2: 4, Total Profit: 2012
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 979 Profit 2: 21, Volume 2: 5, Total Profit: 2029
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 980 Profit 2: 20, Volume 2: 6, Total Profit: 2044
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 981 Profit 2: 19, Volume 2: 7, Total Profit: 2057
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 982 Profit 2: 18, Volume 2: 8, Total Profit: 2068
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 983 Profit 2: 17, Volume 2: 9, Total Profit: 2077
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 984 Profit 2: 16, Volume 2: 10, Total Profit: 2084
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 985 Profit 2: 15, Volume 2: 11, Total Profit: 2089
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 986 Profit 2: 14, Volume 2: 12, Total Profit: 2092
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 987 Profit 2: 13, Volume 2: 13, Total Profit: 2093
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 988 Profit 2: 12, Volume 2: 14, Total Profit: 2092
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 989 Profit 2: 11, Volume 2: 15, Total Profit: 2089
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 990 Profit 2: 10, Volume 2: 16, Total Profit: 2084
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 991 Profit 2: 9, Volume 2: 17, Total Profit: 2077
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 992 Profit 2: 8, Volume 2: 18, Total Profit: 2068
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 993 Profit 2: 7, Volume 2: 19, Total Profit: 2057
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 994 Profit 2: 6, Volume 2: 20, Total Profit: 2044
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 995 Profit 2: 5, Volume 2: 21, Total Profit: 2029
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 996 Profit 2: 4, Volume 2: 22, Total Profit: 2012
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 997 Profit 2: 3, Volume 2: 23, Total Profit: 1993
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 998 Profit 2: 2, Volume 2: 24, Total Profit: 1972
Price 1 = 974, Profit 1: 26, Volume 1: 74, Price 2: 999 Profit 2: 1, Volume 2: 25, Total Profit: 1949
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 976 Profit 2: 24, Volume 2: 1, Total Profit: 1899
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 977 Profit 2: 23, Volume 2: 2, Total Profit: 1921
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 978 Profit 2: 22, Volume 2: 3, Total Profit: 1941
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 979 Profit 2: 21, Volume 2: 4, Total Profit: 1959
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 980 Profit 2: 20, Volume 2: 5, Total Profit: 1975
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 981 Profit 2: 19, Volume 2: 6, Total Profit: 1989
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 982 Profit 2: 18, Volume 2: 7, Total Profit: 2001
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 983 Profit 2: 17, Volume 2: 8, Total Profit: 2011
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 984 Profit 2: 16, Volume 2: 9, Total Profit: 2019
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 985 Profit 2: 15, Volume 2: 10, Total Profit: 2025
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 986 Profit 2: 14, Volume 2: 11, Total Profit: 2029
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 987 Profit 2: 13, Volume 2: 12, Total Profit: 2031
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 988 Profit 2: 12, Volume 2: 13, Total Profit: 2031
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 989 Profit 2: 11, Volume 2: 14, Total Profit: 2029
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 990 Profit 2: 10, Volume 2: 15, Total Profit: 2025
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 991 Profit 2: 9, Volume 2: 16, Total Profit: 2019
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 992 Profit 2: 8, Volume 2: 17, Total Profit: 2011
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 993 Profit 2: 7, Volume 2: 18, Total Profit: 2001
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 994 Profit 2: 6, Volume 2: 19, Total Profit: 1989
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 995 Profit 2: 5, Volume 2: 20, Total Profit: 1975
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 996 Profit 2: 4, Volume 2: 21, Total Profit: 1959
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 997 Profit 2: 3, Volume 2: 22, Total Profit: 1941
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 998 Profit 2: 2, Volume 2: 23, Total Profit: 1921
Price 1 = 975, Profit 1: 25, Volume 1: 75, Price 2: 999 Profit 2: 1, Volume 2: 24, Total Profit: 1899
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 977 Profit 2: 23, Volume 2: 1, Total Profit: 1847
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 978 Profit 2: 22, Volume 2: 2, Total Profit: 1868
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 979 Profit 2: 21, Volume 2: 3, Total Profit: 1887
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 980 Profit 2: 20, Volume 2: 4, Total Profit: 1904
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 981 Profit 2: 19, Volume 2: 5, Total Profit: 1919
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 982 Profit 2: 18, Volume 2: 6, Total Profit: 1932
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 983 Profit 2: 17, Volume 2: 7, Total Profit: 1943
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 984 Profit 2: 16, Volume 2: 8, Total Profit: 1952
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 985 Profit 2: 15, Volume 2: 9, Total Profit: 1959
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 986 Profit 2: 14, Volume 2: 10, Total Profit: 1964
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 987 Profit 2: 13, Volume 2: 11, Total Profit: 1967
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 988 Profit 2: 12, Volume 2: 12, Total Profit: 1968
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 989 Profit 2: 11, Volume 2: 13, Total Profit: 1967
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 990 Profit 2: 10, Volume 2: 14, Total Profit: 1964
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 991 Profit 2: 9, Volume 2: 15, Total Profit: 1959
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 992 Profit 2: 8, Volume 2: 16, Total Profit: 1952
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 993 Profit 2: 7, Volume 2: 17, Total Profit: 1943
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 994 Profit 2: 6, Volume 2: 18, Total Profit: 1932
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 995 Profit 2: 5, Volume 2: 19, Total Profit: 1919
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 996 Profit 2: 4, Volume 2: 20, Total Profit: 1904
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 997 Profit 2: 3, Volume 2: 21, Total Profit: 1887
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 998 Profit 2: 2, Volume 2: 22, Total Profit: 1868
Price 1 = 976, Profit 1: 24, Volume 1: 76, Price 2: 999 Profit 2: 1, Volume 2: 23, Total Profit: 1847
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 978 Profit 2: 22, Volume 2: 1, Total Profit: 1793
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 979 Profit 2: 21, Volume 2: 2, Total Profit: 1813
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 980 Profit 2: 20, Volume 2: 3, Total Profit: 1831
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 981 Profit 2: 19, Volume 2: 4, Total Profit: 1847
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 982 Profit 2: 18, Volume 2: 5, Total Profit: 1861
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 983 Profit 2: 17, Volume 2: 6, Total Profit: 1873
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 984 Profit 2: 16, Volume 2: 7, Total Profit: 1883
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 985 Profit 2: 15, Volume 2: 8, Total Profit: 1891
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 986 Profit 2: 14, Volume 2: 9, Total Profit: 1897
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 987 Profit 2: 13, Volume 2: 10, Total Profit: 1901
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 988 Profit 2: 12, Volume 2: 11, Total Profit: 1903
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 989 Profit 2: 11, Volume 2: 12, Total Profit: 1903
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 990 Profit 2: 10, Volume 2: 13, Total Profit: 1901
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 991 Profit 2: 9, Volume 2: 14, Total Profit: 1897
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 992 Profit 2: 8, Volume 2: 15, Total Profit: 1891
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 993 Profit 2: 7, Volume 2: 16, Total Profit: 1883
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 994 Profit 2: 6, Volume 2: 17, Total Profit: 1873
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 995 Profit 2: 5, Volume 2: 18, Total Profit: 1861
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 996 Profit 2: 4, Volume 2: 19, Total Profit: 1847
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 997 Profit 2: 3, Volume 2: 20, Total Profit: 1831
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 998 Profit 2: 2, Volume 2: 21, Total Profit: 1813
Price 1 = 977, Profit 1: 23, Volume 1: 77, Price 2: 999 Profit 2: 1, Volume 2: 22, Total Profit: 1793
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 979 Profit 2: 21, Volume 2: 1, Total Profit: 1737
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 980 Profit 2: 20, Volume 2: 2, Total Profit: 1756
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 981 Profit 2: 19, Volume 2: 3, Total Profit: 1773
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 982 Profit 2: 18, Volume 2: 4, Total Profit: 1788
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 983 Profit 2: 17, Volume 2: 5, Total Profit: 1801
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 984 Profit 2: 16, Volume 2: 6, Total Profit: 1812
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 985 Profit 2: 15, Volume 2: 7, Total Profit: 1821
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 986 Profit 2: 14, Volume 2: 8, Total Profit: 1828
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 987 Profit 2: 13, Volume 2: 9, Total Profit: 1833
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 988 Profit 2: 12, Volume 2: 10, Total Profit: 1836
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 989 Profit 2: 11, Volume 2: 11, Total Profit: 1837
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 990 Profit 2: 10, Volume 2: 12, Total Profit: 1836
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 991 Profit 2: 9, Volume 2: 13, Total Profit: 1833
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 992 Profit 2: 8, Volume 2: 14, Total Profit: 1828
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 993 Profit 2: 7, Volume 2: 15, Total Profit: 1821
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 994 Profit 2: 6, Volume 2: 16, Total Profit: 1812
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 995 Profit 2: 5, Volume 2: 17, Total Profit: 1801
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 996 Profit 2: 4, Volume 2: 18, Total Profit: 1788
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 997 Profit 2: 3, Volume 2: 19, Total Profit: 1773
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 998 Profit 2: 2, Volume 2: 20, Total Profit: 1756
Price 1 = 978, Profit 1: 22, Volume 1: 78, Price 2: 999 Profit 2: 1, Volume 2: 21, Total Profit: 1737
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 980 Profit 2: 20, Volume 2: 1, Total Profit: 1679
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 981 Profit 2: 19, Volume 2: 2, Total Profit: 1697
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 982 Profit 2: 18, Volume 2: 3, Total Profit: 1713
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 983 Profit 2: 17, Volume 2: 4, Total Profit: 1727
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 984 Profit 2: 16, Volume 2: 5, Total Profit: 1739
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 985 Profit 2: 15, Volume 2: 6, Total Profit: 1749
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 986 Profit 2: 14, Volume 2: 7, Total Profit: 1757
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 987 Profit 2: 13, Volume 2: 8, Total Profit: 1763
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 988 Profit 2: 12, Volume 2: 9, Total Profit: 1767
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 989 Profit 2: 11, Volume 2: 10, Total Profit: 1769
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 990 Profit 2: 10, Volume 2: 11, Total Profit: 1769
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 991 Profit 2: 9, Volume 2: 12, Total Profit: 1767
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 992 Profit 2: 8, Volume 2: 13, Total Profit: 1763
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 993 Profit 2: 7, Volume 2: 14, Total Profit: 1757
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 994 Profit 2: 6, Volume 2: 15, Total Profit: 1749
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 995 Profit 2: 5, Volume 2: 16, Total Profit: 1739
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 996 Profit 2: 4, Volume 2: 17, Total Profit: 1727
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 997 Profit 2: 3, Volume 2: 18, Total Profit: 1713
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 998 Profit 2: 2, Volume 2: 19, Total Profit: 1697
Price 1 = 979, Profit 1: 21, Volume 1: 79, Price 2: 999 Profit 2: 1, Volume 2: 20, Total Profit: 1679
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 981 Profit 2: 19, Volume 2: 1, Total Profit: 1619
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 982 Profit 2: 18, Volume 2: 2, Total Profit: 1636
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 983 Profit 2: 17, Volume 2: 3, Total Profit: 1651
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 984 Profit 2: 16, Volume 2: 4, Total Profit: 1664
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 985 Profit 2: 15, Volume 2: 5, Total Profit: 1675
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 986 Profit 2: 14, Volume 2: 6, Total Profit: 1684
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 987 Profit 2: 13, Volume 2: 7, Total Profit: 1691
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 988 Profit 2: 12, Volume 2: 8, Total Profit: 1696
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 989 Profit 2: 11, Volume 2: 9, Total Profit: 1699
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 990 Profit 2: 10, Volume 2: 10, Total Profit: 1700
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 991 Profit 2: 9, Volume 2: 11, Total Profit: 1699
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 992 Profit 2: 8, Volume 2: 12, Total Profit: 1696
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 993 Profit 2: 7, Volume 2: 13, Total Profit: 1691
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 994 Profit 2: 6, Volume 2: 14, Total Profit: 1684
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 995 Profit 2: 5, Volume 2: 15, Total Profit: 1675
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 996 Profit 2: 4, Volume 2: 16, Total Profit: 1664
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 997 Profit 2: 3, Volume 2: 17, Total Profit: 1651
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 998 Profit 2: 2, Volume 2: 18, Total Profit: 1636
Price 1 = 980, Profit 1: 20, Volume 1: 80, Price 2: 999 Profit 2: 1, Volume 2: 19, Total Profit: 1619
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 982 Profit 2: 18, Volume 2: 1, Total Profit: 1557
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 983 Profit 2: 17, Volume 2: 2, Total Profit: 1573
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 984 Profit 2: 16, Volume 2: 3, Total Profit: 1587
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 985 Profit 2: 15, Volume 2: 4, Total Profit: 1599
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 986 Profit 2: 14, Volume 2: 5, Total Profit: 1609
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 987 Profit 2: 13, Volume 2: 6, Total Profit: 1617
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 988 Profit 2: 12, Volume 2: 7, Total Profit: 1623
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 989 Profit 2: 11, Volume 2: 8, Total Profit: 1627
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 990 Profit 2: 10, Volume 2: 9, Total Profit: 1629
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 991 Profit 2: 9, Volume 2: 10, Total Profit: 1629
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 992 Profit 2: 8, Volume 2: 11, Total Profit: 1627
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 993 Profit 2: 7, Volume 2: 12, Total Profit: 1623
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 994 Profit 2: 6, Volume 2: 13, Total Profit: 1617
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 995 Profit 2: 5, Volume 2: 14, Total Profit: 1609
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 996 Profit 2: 4, Volume 2: 15, Total Profit: 1599
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 997 Profit 2: 3, Volume 2: 16, Total Profit: 1587
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 998 Profit 2: 2, Volume 2: 17, Total Profit: 1573
Price 1 = 981, Profit 1: 19, Volume 1: 81, Price 2: 999 Profit 2: 1, Volume 2: 18, Total Profit: 1557
Price 1 = 982, Profit 1: 18, Volume 1: 82, Price 2: 983 Profit 2: 17, Volume 2: 1, Total Profit: 1493
Price 1 = 982, Profit 1: 18, Volume 1: 82, Price 2: 984 Profit 2: 16, Volume 2: 2, Total Profit: 1508
